code;description;type;family;a;b
QEBRV;1 Qn bed Sup River V;ROOMQE;A;true;false
QEBRVZ;1 Qn bed Sup River V NS;ROOMQE;A;true;false
QEBZ;1 Qn bed Sup NS;ROOMQE;A;true;false
QEC;1 Qn bed Std;ROOMQE;A;true;false
QECBC;1 Qn bed Std Balcony;ROOMQE;A;true;false
QECBCZ;1 Qn bed Std Balcony NS;ROOMQE;A;true;false
QECCI;1 Qn bed Std City S;ROOMQE;A;true;false
QECCIZ;1 Qn bed Std City S NS;ROOMQE;A;true;false
QECCS;1 Qn bed Std Court S;ROOMQE;A;true;false
QECCSZ;1 Qn bed Std Court S NS;ROOMQE;A;true;false
QECEF;1 Qn bed Std Exec F;ROOMQE;A;true;false
QECFV;1 Qn bed Std Forest V;ROOMQE;A;true;false
QECGS;1 Qn bed Std Garden S;ROOMQE;A;true;false
QECGSZ;1 Qn bed Std Garden S NS;ROOMQE;A;true;false
QECHV;1 Qn bed Std Harbour V;ROOMQE;A;true;false
QECHVZ;1 Qn bed Std Harbour V NS;ROOMQE;A;true;false
QECLV;1 Qn bed Std Lake V;ROOMQE;A;true;false
QECLVZ;1 Qn bed Std Lake V NS;ROOMQE;A;true;false
QECMV;1 Qn bed Std Mount V;ROOMQE;A;true;false
QECMVZ;1 Qn bed Std Mount V NS;ROOMQE;A;true;false
QECOF;1 Qn bed Std Ocean F;ROOMQE;A;true;false
QECOFZ;1 Qn bed Std Ocean F NS;ROOMQE;A;true;false
QECOS;1 Qn bed Std Ocean S;ROOMQE;A;true;false
QECOSZ;1 Qn bed Std Ocean S NS;ROOMQE;A;true;false
QECOV;1 Qn bed Std Ocean V;ROOMQE;A;true;false
QECOVZ;1 Qn bed Std Ocean V NS;ROOMQE;A;true;false
QECPS;1 Qn bed Std Pool S;ROOMQE;A;true;false
QECPSZ;1 Qn bed Std Pool S NS;ROOMQE;A;true;false
QECPT;1 Qn bed Std Patio;ROOMQE;A;true;false
QECPTZ;1 Qn bed Std Patio NS;ROOMQE;A;true;false
QECRV;1 Qn bed Std River V;ROOMQE;A;true;false
QECRVZ;1 Qn bed Std River V NS;ROOMQE;A;true;false
QECS;1 Qn bed Std Sh;ROOMQE;A;true;false
QECSV;Room 1 Qn bed Std Sea View;ROOMQE;A;true;false
QECZ;1 Qn bed Std NS;ROOMQE;A;true;false
QED;1 Qn bed Clc;ROOMQE;A;true;false
QEDCI;1 Qn bed Clc, City S;ROOMQE;A;true;false
QEDRV;1 Qn bed Clc River V;ROOMQE;A;true;false
QEE;1 Qn bed Exec;ROOMQE;A;true;false
QEEBC;Room 1 Qn Bed Exec Balcony;ROOMQE;A;true;false
QEELV;1 Qn bed Exec Lake V;ROOMQE;A;true;false
QEERV;1 Queen bed Executive River view;ROOMQE;A;true;false
ROOMQE;1 Qn bed Sup MY1;ROOMQE;A;true;false
D2CCIZ;2 Db beds Std City S NS;ROOMD2;A;true;false
D2CGS;2 Db beds Std Garden S;ROOMD2;A;true;false
D2CGSZ;2 Db beds Std Garden S NS;ROOMD2;A;true;false
D2CGV;2 Double Beds Standard Golf View;ROOMD2;A;true;false
D2CHV;2 Db beds Std Harbour V;ROOMD2;A;true;false
D2CHVZ;2 Db beds Std Harbour V NS;ROOMD2;A;true;false
D2CLV;2 Db beds Std Lake V;ROOMD2;A;true;false
D2CLVZ;2 Db beds Std Lake V NS;ROOMD2;A;true;false
D2CMV;2 Db beds Std Mount V;ROOMD2;A;true;false
D2CMVZ;2 Db beds Std Mount V NS;ROOMD2;A;true;false
D2COF;2 Db beds Std Ocean F;ROOMD2;A;true;false
D2COFZ;2 Db beds Std Ocean F NS;ROOMD2;A;true;false
D2COS;2 Db beds Std Ocean S;ROOMD2;A;true;false
D2COSZ;2 Db beds Std Ocean S NS;ROOMD2;A;true;false
D2COV;2 Db beds Std Ocean V;ROOMD2;A;true;false
D2COVZ;2 Db beds Std Ocean V NS;ROOMD2;A;true;false
D2CPS;2 Db beds Std Pool S;ROOMD2;A;true;false
D2CPSZ;2 Db beds Std Pool S NS;ROOMD2;A;true;false
D2CRV;2 Db beds Std River V;ROOMD2;A;true;false
D2CRVZ;2 Db beds Std River V NS;ROOMD2;A;true;false
D2CZ;2 Db beds Std NS;ROOMD2;A;true;false
D2D;2 Db beds Clc;ROOMD2;A;true;false
D2DZ;2 Db beds Clc NS;ROOMD2;A;true;false
D2E;2 Db beds Exec;ROOMD2;A;true;false
TWBLV;2 Sg beds Sup Lake V;ROOMTW;A;true;false
TWBLVZ;2 Sg beds Sup Lake V NS;ROOMTW;A;true;false
TWBMV;2 Sg beds Sup Mount V;ROOMTW;A;true;false
TWBMVZ;2 Sg beds Sup Mount V NS;ROOMTW;A;true;false
TWBNV;2 Sg beds Sup Mount V;ROOMTW;A;true;false
TWBOF;2 Sg beds Sup Ocean F;ROOMTW;A;true;false
TWBOFZ;2 Sg beds Sup Ocean F NS;ROOMTW;A;true;false
TWBOS;2 Sg beds Sup Ocean S;ROOMTW;A;true;false
TWBOSZ;2 Sg beds Sup Ocean S NS;ROOMTW;A;true;false
TWBOV;2 Sg beds Sup Oc;ROOMTW;A;true;false
TWBOVZ;2 Sg beds Sup Ocean V NS;ROOMTW;A;true;false
TWBPS;2 Sg beds Sup Pool S;ROOMTW;A;true;false
TWBPSZ;2 Sg beds Sup Pool S NS;ROOMTW;A;true;false
TWBPT;2 Sg beds Sup Patio;ROOMTW;A;true;false
TWBPV;2 Sg beds Sup Park V;ROOMTW;A;true;false
TWBRV;2 Sg beds Sup River V;ROOMTW;A;true;false
TWBRVZ;2 Sg beds Sup River V NS;ROOMTW;A;true;false
TWBSV;Room 2 Sg beds Sup Sea V;ROOMTW;A;true;false
TWBZ;2 Sg beds Sup NS;ROOMTW;A;true;false
TWC;2 Sg beds Std;ROOMTW;A;true;false
TWCBC;2 Sg beds Std Balcony;ROOMTW;A;true;false
TWCBCZ;2 Sg beds Std Balcony NS;ROOMTW;A;true;false
TWCBW;Room 2 Sg beds Std Bay V;ROOMTW;A;true;false
TWCBWZ;Room 2 Single beds Standard Bay View NS;ROOMTW;A;true;false
TWCCI;2 Sg beds Std City S;ROOMTW;A;true;false
TWCCIZ;2 Sg beds Std City S NS;ROOMTW;A;true;false
TWCCS;2 Sg beds Std Court S;ROOMTW;A;true;false
TWCGF;2 Sg beds Std Ground F;ROOMTW;A;true;false
TWCGS;2 Sg beds Std Garden S;ROOMTW;A;true;false
TWCGSZ;2 Sg beds Std Garden S NS;ROOMTW;A;true;false
TWCHV;2 Sg beds Std Harbour V;ROOMTW;A;true;false
TWCHVZ;2 Sg beds Std Harbour V NS;ROOMTW;A;true;false
TWCLV;2 Sg beds Std Lake V;ROOMTW;A;true;false
TWCLVZ;2 Sg beds Std Lake V NS;ROOMTW;A;true;false
TWCMV;2 Sg beds Std Mount V;ROOMTW;A;true;false
TWCMVZ;2 Sg beds Std Mount V NS;ROOMTW;A;true;false
TWCNV;2 Sg beds Std Panorama V;ROOMTW;A;true;false
TWCOB;2 Sg beds Std OF&Balcony;ROOMTW;A;true;false
TWCOBZ;2 Sg beds Std OF&Balcony NS;ROOMTW;A;true;false
TWCOF;2 Sg beds Std Ocean F;ROOMTW;A;true;false
TWCOFZ;2 Sg beds Std Ocean F NS;ROOMTW;A;true;false
TWCOS;2 Sg beds Std Ocean S;ROOMTW;A;true;false
TWCOSZ;2 Sg beds Std Ocean S NS;ROOMTW;A;true;false
TWCOV;2 Sg beds Std Ocean V;ROOMTW;A;true;false
TWCOVZ;2 Sg beds Std Ocean V NS;ROOMTW;A;true;false
TWCPS;2 Sg beds Std Pool S;ROOMTW;A;true;false
TWCPSZ;2 Sg beds Std Pool S NS;ROOMTW;A;true;false
TWCPW;2 Sg beds Std Pyramid V;ROOMTW;A;true;false
TWCRV;2 Sg beds Std River V;ROOMTW;A;true;false
TWCRVZ;2 Sg beds Std River V NS;ROOMTW;A;true;false
TWCS;2 Sg beds Std Sh;ROOMTW;A;true;false
TWCSV;Room 2 Sg beds Std Sea View;ROOMTW;A;true;false
TWCZ;2 Sg beds Std NS;ROOMTW;A;true;false
TWD;2 Sg beds Clc;ROOMTW;A;true;false
TWDCI;2 Sg beds Clc City S;ROOMTW;A;true;false
TWDGS;2 Sg beds Clc Garden S;ROOMTW;A;true;false
TWDMV;2 Sg beds Clc Mountain V;ROOMTW;A;true;false
TWDOV;2 Sg beds Clc Ocean V;ROOMTW;A;true;false
TWDRV;2 Sg beds Clc River V;ROOMTW;A;true;false
TWDZ;2 Sg beds Classic NS;ROOMTW;A;true;false
TWE;2 Sg beds Exec;ROOMTW;A;true;false
TWEBV;2 Sgl beds Exec Bay V;ROOMTW;A;true;false
TWEGS;2 Sg beds Exec;ROOMTW;A;true;false
TWEOB;2 Sg beds Exec OF&Balcony;ROOMTW;A;true;false
TWEOV;2 Sg beds Exec Ocean V;ROOMTW;A;true;false
TWEPS;2 Sg beds Exec P;ROOMTW;A;true;false
TWP;2 Sg beds Std;ROOMTW;A;true;false
TZCHVZ;2 Zp beds Std Harbour V NS;ROOMTZ;A;true;false
TZCLV;2 Zp beds Std Lake V;ROOMTZ;A;true;false
TZCLVZ;2 Zp beds Std Lake V NS;ROOMTZ;A;true;false
TZCMV;2 Zp beds Std Mount V;ROOMTZ;A;true;false
TZCMVZ;2 Zp beds Std Mount V NS;ROOMTZ;A;true;false
TZCOF;2 Zp beds Std Ocean F;ROOMTZ;A;true;false
TZCOFZ;2 Zp beds Std Ocean F NS;ROOMTZ;A;true;false
TZCOS;2 Zp beds Std Ocean S;ROOMTZ;A;true;false
TZCOSZ;2 Zp beds Std Ocean S NS;ROOMTZ;A;true;false
TZCOV;2 Zp beds Std Ocean V;ROOMTZ;A;true;false
TZCOVZ;2 Zp beds Std Ocean V NS;ROOMTZ;A;true;false
TZCPS;2 Zp beds Std Pool S;ROOMTZ;A;true;false
TZCPSZ;2 Zp beds Std Pool S NS;ROOMTZ;A;true;false
TZCRV;2 Zp beds Std River V;ROOMTZ;A;true;false
TZCRVZ;2 Zp beds Std River V NS;ROOMTZ;A;true;false
TZCZ;2 Zp beds Std  NS;ROOMTZ;A;true;false
TZD;2 Zp beds Clc;ROOMTZ;A;true;false
SAE;Suite 1 Db bed + sofa Std;ROOMSU;A;true;false
SAJ;Suite 1Qn bed + Sofa Dlx;ROOMSU;A;true;false
SBA;Suite 1 Kg + 2 Sg beds Dlx;ROOMSU;A;true;false
SBB;Suite 1 Kg + 2 Sg beds Sup;ROOMSU;A;true;false
SBBOV;Suite 1 Kg+2 Sg beds Dlx Ocean V;ROOMSU;A;true;false
SBC;Suite 1 Kg + 2 Sg beds Std;ROOMSU;A;true;false
SBCPV;Suite 1Kg + 2Sg beds Sup Park V;ROOMSU;A;true;false
SBE;Suite 1 Kg bed + 2 Sg beds Exec;ROOMSU;A;true;false
SBOV;One Bedroom SLS Residence;ROOMSU;A;true;false
SCA;Suite 3 King beds Exec;ROOMSU;A;true;false
SCAOF;Suite 3Kg beds Exec Ocean F;ROOMSU;A;true;false
SCJ;Suite 1Qn bed + Sofa Sup;ROOMSU;A;true;false
SDA;Suite 1 Db bed Exec;ROOMSU;A;true;false
SDACS;Suite 1 Db bed Exec Court S;ROOMSU;A;true;false
SDALV;Suite 1 Db bed Exec Lake V;ROOMSU;A;true;false
SDAOB;Suite 1 Db bed Exec OF&Balcony;ROOMSU;A;true;false
SDAOS;Suite 1 Db bed Exec Ocean S;ROOMSU;A;true;false
SDAOV;Suite 1 Db bed Exec Ocean V;ROOMSU;A;true;false
SDB;Suite 1 Db bed Dlx;ROOMSU;A;true;false
SDBAV;Suite 1 Db bed Dlx Airport V;ROOMSU;A;true;false
SDBBC;Suite 1 Db bed Dlx Balcony;ROOMSU;A;true;false
SDBCS;Suite 1 Db bed Dlx Court S;ROOMSU;A;true;false
SDBGS;Suite 1 Db bed Dlx Garden S;ROOMSU;A;true;false
SDBLV;Suite 1 Db bed Dlx Lake V;ROOMSU;A;true;false
SDBOB;Suite 1 Db bed Dlx OF&Balcony;ROOMSU;A;true;false
SDBOS;Suite 1 Db bed Dlx Ocean S;ROOMSU;A;true;false
SDBOV;Suite 1 Db bed Dlx Ocean V;ROOMSU;A;true;false
SDBRV;Suite 1 Db bed Dlx River V;ROOMSU;A;true;false
SDC;Suite 1 Db bed Sup;ROOMSU;A;true;false
SDCBC;Suite 1 Db bed Sup Balcony;ROOMSU;A;true;false
SDCDP;Suite 1 Db bed Sup Duplex;ROOMSU;A;true;false
SDCGS;Suite 1 Db bed Sup Garden S;ROOMSU;A;true;false
SDCMV;Suite 1 Db bed Sup Mount V;ROOMSU;A;true;false
SDCNV;Suite 1 Db bed Sup Panorama V;ROOMSU;A;true;false
SDCOS;Suite 1 Db bed Sup Ocean S;ROOMSU;A;true;false
SDCPV;Suite 1 Db bed Sup Park V;ROOMSU;A;true;false
SDCRV;Suite 1 Db bed Sup River V;ROOMSU;A;true;false
SDD;JrSuite 1 Db bed;ROOMSU;A;true;false
SDDBC;JrSuite 1 Db bed Balcony;ROOMSU;A;true;false
SDDCS;JrSuite 1 Db bed Court S;ROOMSU;A;true;false
SDDDP;JrSuite 1 Db bed Duplex;ROOMSU;A;true;false
SDDEF;JrSuite 1 Db bed Exec F;ROOMSU;A;true;false
SDDGS;JrSuite 1 Db bed Garden S;ROOMSU;A;true;false
SDDKV;JrSuite 1 Db bed Cathedral V;ROOMSU;A;true;false
SDDLV;JrSuite 1 Db bed Lake V;ROOMSU;A;true;false
SDDMV;JrSuite 1 Db bed Mount V;ROOMSU;A;true;false
SDDNV;Jr Suite 1 Db bed Panorama V;ROOMSU;A;true;false
SDDOF;JrSuite 1 Db bed Ocean F;ROOMSU;A;true;false
SDDOS;JrSuite 1 Db bed Ocean S;ROOMSU;A;true;false
SDDOV;JrSuite 1 Db bed Ocean V;ROOMSU;A;true;false
SDDPS;JrSuite 1 Db bed Pool S;ROOMSU;A;true;false
SDDPV;JrSuite 1 Db bed Park V;ROOMSU;A;true;false
SDDRV;JrSuite 1 Db bed River V;ROOMSU;A;true;false
SDDZ;JrSuite 1 Db bed NS;ROOMSU;A;true;false
SEB;Suite 2  Db beds Dlx;ROOMSU;A;true;false
SEBBC;Suite 2  Db beds Dlx Balcony;ROOMSU;A;true;false
SEBGS;Suite 2 Db beds Dlx Garden S;ROOMSU;A;true;false
SEBOF;Deluxe Suite Two Double Beds Ocean Front;ROOMSU;A;true;false
SEC;Suite 2 Db beds Sup;ROOMSU;A;true;false
SED;JrSuite 2 Db beds;ROOMSU;A;true;false
SFBGS;Suite 2 Db+1Sg beds Dlx Garden S;ROOMSU;A;true;false
SFC;Suite 2Db + 1Sg beds Sup;ROOMSU;A;true;false
SHA;Suite 1 Db + 1Sg beds Exec;ROOMSU;A;true;false
SHB;Suite 1 Db + 1 Sg beds Dlx;ROOMSU;A;true;false
SHBOF;Suite 1 Db+1 Sg beds Sup Ocean F;ROOMSU;A;true;false
SHBTC;Suite 1 Db + 1 Sg beds Dlx Terrace;ROOMSU;A;true;false
SHC;Suite 1 Db + 1 Sg beds Sup;ROOMSU;A;true;false
SHCBC;Suite 1 Db + 1 Sg beds Sup Balcony;ROOMSU;A;true;false
SHCCSI;Suite 1 Db+1 Sg beds Sup City S;ROOMSU;A;true;false
SHCM;Suite Multimedia 1Db+1Sg bed Sup;ROOMSU;A;true;false
SHCMV;Suite 1 Db+1 Sg beds Sup Mount V;ROOMSU;A;true;false
SHD;JrSuite 1 Db+1 Sg beds;ROOMSU;A;true;false
SHDB;JrSuite 1 Db + 1 Sg beds Dlx;ROOMSU;A;true;false
SHDZ;JrSuite 1 Db + 1 Sg beds NS;ROOMSU;A;true;false
SIA;Suite 1Kg + 1Sg beds Exec;ROOMSU;A;true;false
SIB;Suite 1Kg + 1Sg beds Dlx;ROOMSU;A;true;false
SIBGS;Suite 1 Kg+1Sg beds Dlx Garden V;ROOMSU;A;true;false
SJ2Q;JrSuite 2 Qn beds;ROOMSU;A;true;false
SJA;Suite 1Qn bed + sofa Exec;ROOMSU;A;true;false
SJAPS;JrSuite Dlx Pool S;ROOMSU;A;true;false
SJB;JrSuite Sup;ROOMSU;A;true;false
SJC;JrSuite;ROOMSU;A;true;false
SJD;JrSuite 1Qn bed + Sofa;ROOMSU;A;true;false
SJE;Suite 1Qn bed + Sofa Std;ROOMSU;A;true;false
SJF;JrSuite 2 Queen beds BV;ROOMSU;A;true;false
SKA;Suite 1 Kg bed E;ROOMSU;A;true;false
SKABC;Suite 1 King Bed Executive Balcony;ROOMSU;A;true;false
SKADP;Suite 1 Kg bed Exec Duplex;ROOMSU;A;true;false
SKAHF;Suite 1 Kg bed Exec High;ROOMSU;A;true;false
SKAHV;Suite 1 King-size Bed Executive Harbour;ROOMSU;A;true;false
SKAOV;Suite 1 Kg bed Exec Ocean V;ROOMSU;A;true;false
SKAPS;Suite 1 Kg bed Exec Pool S;ROOMSU;A;true;false
SKARV;Suite 1 Kg bed Exec River V;ROOMSU;A;true;false
SKAZ;Suite 1 Kg bed Exec NS;ROOMSU;A;true;false
SKB;Suite 1 Kg bed Dlx;ROOMSU;A;true;false
SKBCI;Suite 1 Kg bed Dlx City S;ROOMSU;A;true;false
SKBDP;Suite 1 Kg bed Dlx Duplex;ROOMSU;A;true;false
SKBGF;Suite 1 Kg bed Dlx Ground F;ROOMSU;A;true;false
SKBGS;Suite 1 Kg bed Dlx Garden S;ROOMSU;A;true;false
SKBHF;Suite 1 Kg bed Dlx High;ROOMSU;A;true;false
SKBLV;Suite 1 Kg bed Dlx Lake S;ROOMSU;A;true;false
SKBMV;Suite 1 Kg bed Dlx Mount V;ROOMSU;A;true;false
SKBNV;Deluxe Suite King Size Bed Panoramic;ROOMSU;A;true;false
SKBOV;Suite 1 Kg bed Dlx Ocean V;ROOMSU;A;true;false
SKBPS;Suite 1 Kg bed Dlx Pool S;ROOMSU;A;true;false
SKBZ;Suite 1 Kg bed Dlx NS;ROOMSU;A;true;false
SKC;Suite 1 Kg bed S;ROOMSU;A;true;false
SKCBC;Suite 1 Kg bed Sup Balcony;ROOMSU;A;true;false
SKCCS;Suite 1 Kg bed Sup Court S;ROOMSU;A;true;false
SKCDP;Suite 1 Kg bed Sup Duplex;ROOMSU;A;true;false
SKCDV;Suite 1 Kg bed Sup Medina V;ROOMSU;A;true;false
SKCEF;Suite 1 Kg bed sup Exec f;ROOMSU;A;true;false
SKCGV;Suite 1 King-size Bed Superior Golf View;ROOMSU;A;true;false
SKCLS;Suite 1 Kg bed Sup Lake S;ROOMSU;A;true;false
SKCOV;Suite 1 Kg bed Sup Ocean V;ROOMSU;A;true;false
SKCPS;Suite 1 Kg bed Sup Pool S;ROOMSU;A;true;false
SKCZ;Suite 1 Kg bed Sup NS;ROOMSU;A;true;false
SKD;JrSuite 1 Kg bed;ROOMSU;A;true;false
SKDA;JrSuite 1 Kg bed Exec;ROOMSU;A;true;false
SKDB;JrSuite 1 Kg bed Dlx;ROOMSU;A;true;false
SKDBC;JrSuite 1 Kg bed Balcony;ROOMSU;A;true;false
SKDC;JrSuite 1 Kg Sup;ROOMSU;A;true;false
SKDCI;JrSuite 1 Kg bed;ROOMSU;A;true;false
SKDGS;JrSuite 1 Kg bed Garden S;ROOMSU;A;true;false
SKDHF;SKDHF - JrSuite 1 Kg bed Dlx;ROOMSU;A;true;false
SKDLS;JrSuite 1 Kg bed Lake S;ROOMSU;A;true;false
SKDLSZ;JrSuite 1 Kg bed Lake S NS;ROOMSU;A;true;false
SKDMV;JrSuite 1 Kg bed Mount V;ROOMSU;A;true;false
SKDOV;JrSuite Kg bd OV;ROOMSU;A;true;false
SKDPV;JrSuite 1 Kg bed Park V;ROOMSU;A;true;false
SKDZ;JrSuite 1 Kg bed NS;ROOMSU;A;true;false
SKE;Suite 1 King bed Standard;ROOMSU;A;true;false
SKEOV;Suite 1 King bed Standard Ocean View;ROOMSU;A;true;false
SKP;Suite 1 Kg Pres;ROOMSU;A;true;false
SLA;Suite 1 Kg bed + Sofa Exec;ROOMSU;A;true;false
SLB;Suite 1 Kg bed + Sofa Dlx;ROOMSU;A;true;false
SLBCF;Suite 1 Kg bed + Sofa Dlx Club F;ROOMSU;A;true;false
SLBOV;Suite 1 Kg bed + Sofa Sup Ocean V;ROOMSU;A;true;false
SLC;Suite 1 Kg bed + Sofa Sup;ROOMSU;A;true;false
SLCGS;Suite 1Kg bed+Sofa Sup Garden S;ROOMSU;A;true;false
SLCLV;Suite 1 Kg bed + Sofa Sup Lake V;ROOMSU;A;true;false
SLD;JrSuite 1 Kg bed + Sofa;ROOMSU;A;true;false
SLDOV;JrSuite 1 Kg bed + Sofa Ocean V;ROOMSU;A;true;false
SLDPS;JrSuite 1 Kg bed + Sofa Pool S;ROOMSU;A;true;false
SLDZ;JrSuite 1 Kg bed + Sofa NS;ROOMSU;A;true;false
SLE;Suite 1 Kg bed + Sofa Std;ROOMSU;A;true;false
SLSSIG;Signature Suite;ROOMSU;A;true;false
SMA;Suite 2 Sg beds + Sofa Exec;ROOMSU;A;true;false
SMB;Suite 2 Sg beds + Sofa Dlx;ROOMSU;A;true;false
SMC;Suite 2 Sg beds + Sofa Sup;ROOMSU;A;true;false
SMD;JrSuite 2 Sg beds + Sofa;ROOMSU;A;true;false
SMDLV;JrSuite 2 Sg beds + Sofa Lake V;ROOMSU;A;true;false
SNA;Suite 1 Db + 2 Sg beds Exec;ROOMSU;A;true;false
SNAOF;Suite 1Db+2Sg beds Exec Ocean F;ROOMSU;A;true;false
SNB;Suite 1 Db + 2 Sg beds Dlx;ROOMSU;A;true;false
SNBOF;Suite 1Db + 2Sg beds Dlx Ocean F;ROOMSU;A;true;false
SNBOV;Suite 1Db + 2Sg beds Dlx Ocean V;ROOMSU;A;true;false
SNC;Suite 1 Db + 2 Sg beds Sup;ROOMSU;A;true;false
SNCM;Suite Multimedia 1Db+2Sg bed Sup;ROOMSU;A;true;false
SND;JrSuite 1 Db + 2 Sg beds;ROOMSU;A;true;false
SNE;Suite 1Db + 2 Sg beds Std;ROOMSU;A;true;false
SOAOV;Suite 1Kg + 2Zp beds Exe Ocean V;ROOMSU;A;true;false
SOB;Suite 1 Kg + 2 Zp beds Dlx;ROOMSU;A;true;false
SOC;Suite 1 Kg + 2 Zp beds Sup;ROOMSU;A;true;false
SPARS;Suite Dlx River V;ROOMSU;A;true;false
SPD;Suite 1Db bed + 2 sofas Std;ROOMSU;A;true;false
SQA;Suite 1 Qn bed Exec;ROOMSU;A;true;false
SQABV;Suite 1 Qn bed Exec Bay V;ROOMSU;A;true;false
SQB;Suite 1 Qn bed Dlx;ROOMSU;A;true;false
SQBRV;Suite 1 Qn bed Dlx River V;ROOMSU;A;true;false
SQC;Suite 1 Qn bed Sup;ROOMSU;A;true;false
SQCBC;Suite 1 Qn bed Sup Balcony;ROOMSU;A;true;false
SQCDP;Suite 1 Qn bed Sup Duplex;ROOMSU;A;true;false
SQCRV;Suite 1 Qn bed Sup River V;ROOMSU;A;true;false
SQD;JrSuite 1 Qn bed;ROOMSU;A;true;false
SQDBC;JrSuite 1 Qn bed Balcony;ROOMSU;A;true;false
SQDEF;JrSuite 1 Qn bed Exec F;ROOMSU;A;true;false
SQDGS;JrSuite 1 Qn bed Clc Garden S;ROOMSU;A;true;false
SQDHV;Jr Suite 1 Qn Bed Harbour View;ROOMSU;A;true;false
SQDRV;JrSuite 1 Qn bed River V;ROOMSU;A;true;false
SQE;Suite 1 Db bed Dlx;ROOMSU;A;true;false
SQEOV;Suite 1 Qn bed Exec Ocean V;ROOMSU;A;true;false
SRA;Suite 2 Kg beds Exec;ROOMSU;A;true;false
SRB;Suite 2 Kg beds Dlx;ROOMSU;A;true;false
SRBGB;Suite 2 Kg beds Dlx GS&Balcony;ROOMSU;A;true;false
SRBOB;Suite 2 Kg beds Dlx OF&Balcony;ROOMSU;A;true;false
SRCBC;Suite 2 Kg beds Sup Balcony;ROOMSU;A;true;false
SRD;JrSuite 2 Kg beds;ROOMSU;A;true;false
SRE;Suite 2 Kg beds Standard;ROOMSU;A;true;false
SRP;Suite 2 Kg beds Pres;ROOMSU;A;true;false
SRPPV;Suite 2 Kg beds Pres;ROOMSU;A;true;false
SSA;Suite Dlx Senior;ROOMSU;A;true;false
SSC;Suite 1 Sg bed Sup;ROOMSU;A;true;false
SSD;JrSuite 1 Sg bed;ROOMSU;A;true;false
STA;Suite Dlx;ROOMSU;A;true;false
STB;Suite Sup;ROOMSU;A;true;false
STC;Suite Std;ROOMSU;A;true;false
STCBC;Suite Std Balcony;ROOMSU;A;true;false
STD;Suite Classic;ROOMSU;A;true;false
STE;Suite Exec;ROOMSU;A;true;false
STF;Suite;ROOMSU;A;true;false
STJ;JrSuite;ROOMSU;A;true;false
STJZ;JrSuite NS;ROOMSU;A;true;false
STP;Suite Dlx;ROOMSU;A;true;false
SUB;Suite 1 Kg bed + 1Qn bed Dlx;ROOMSU;A;true;false
SUEDP;Suite 1 Kg bed+1 Qn bed Exe Dplx;ROOMSU;A;true;false
SVA;Suite 1Kg + 3Sg beds Dlx;ROOMSU;A;true;false
SWA;Suite 2 Sg beds Exec;ROOMSU;A;true;false
SWB;Suite 2 Sg beds Dlx;ROOMSU;A;true;false
SWBRV;Suite 2 Sg beds Dlx River V;ROOMSU;A;true;false
SWC;Suite 2 Sg beds Sup;ROOMSU;A;true;false
SWCRV;Suite 2 Sg beds Sup River V;ROOMSU;A;true;false
SWD;JrSuite 2 Sg beds;ROOMSU;A;true;false
SWDDP;JrSuite 2 Sg beds Duplex;ROOMSU;A;true;false
SWDGS;Jr Suite 2 sg beds Garden Side;ROOMSU;A;true;false
SWDOV;JrSuite 2 Sg beds Ocean V;ROOMSU;A;true;false
SWDRV;JrSuite 2 Sg beds River V;ROOMSU;A;true;false
SWDZ;JrSuite 2 Sg beds NS;ROOMSU;A;true;false
SXA;Suite 5 Bedrooms Royal;ROOMSU;A;true;false
SYA;Suite 1Qn + 2Sg beds + Sofa Exec;ROOMSU;A;true;false
SZA;Executive Suite with 2 Queen size beds;ROOMSU;A;true;false
SZB;Suite 2 Qn beds Dlx;ROOMSU;A;true;false
SZC;Suite 2 Qn beds Sup;ROOMSU;A;true;false
TRIBU;Family 2 Rooms;ROOMSU;A;true;false
XSB;Suite 2 Db + 2 Sg beds Dlx;ROOMSU;A;true;false
CMMOND;MERS DU MONDE;THALAS;P;false;false
CMODEL;World Massage;THALAS;P;false;false
COASGS;Oxygen Anti-Stress;THALAS;P;false;false
COLIVE;Bien-\u00CAtre de l\Oliveraie;THALAS;P;false;false
COULEU;Secret de Long\u00E9vit\u00E9;THALAS;P;false;false
COXYAT;Oxygen Anti-Smoking;THALAS;P;false;false
COXYPV;6-day Revitalizing Oxygen;THALAS;P;false;false
CPERGO;Perfect your swing;THALAS;P;false;false
CPREST;Prestige & Freedom;THALAS;P;false;false
CPROFU;Sardinian essential oils;THALAS;P;false;false
CPUREW;Pure Wellness;THALAS;P;false;false
CQUIET;Peacefully;THALAS;P;false;false
CREADA;R\u00E9adaptation Fonctionnelle;THALAS;P;false;false
CSAD18;Expert Hands :​ Back Essentials;THALAS;P;false;false
CSADOS;Expert Hands :​ Back Essentials;THALAS;P;false;false
CSANDO;Back and the health;THALAS;P;false;false
CSANTE;Health Week;THALAS;P;false;false
CSAS18;Expert Hands:​ Joints&Flexibility;THALAS;P;false;false
CSASOA;Expert Hands:​ Joints&Flexibility;THALAS;P;false;false
CSAVIT;Health and vitality;THALAS;P;false;false
CSBEJE;ma pause beaut\u00E9 & jeunesse;THALAS;P;false;false
CSBOMA;My Marine Beauty Break;THALAS;P;false;false
CSBOMI;My Healthy-skin Break 1-3 days;THALAS;P;false;false
CSBOPO;My body-positive break 1-3 days;THALAS;P;false;false
