code;description;type;family;a;b
CEFP01;Celebration;FRS;Z;False;False
CHAFT1;Champagne Afternoon;FRS;Z;False;False
CHAMP;Champagne;FRS;Z;False;False
CHAMP1;Champagne;FRS;Z;False;False
CHAMP2;Champagne;FRS;Z;False;False
CHAMP3;Champagne;FRS;Z;False;False
CHBRA1;Christmas Brunch Adult;FRS;Z;False;False
CHBRC1;Christmas Brunch Child;FRS;Z;False;False
CHBRC2;Christmas Brunch Youth (13-18;;;;
CHCR01;Christmas Cracker;FRS;Z;False;False
CHDGA1;Christmas Dinner Gratuities Adult;FRS;Z;False;False
CHDGC1;Christmas Dinner Gratuities Child;FRS;Z;False;False
CHDIA1;Christmas Dinner Adult;FRS;Z;False;False
CHDIC1;Christmas Dinner Child;FRS;Z;False;False
CHDIC2;Christmas Dinner Youth (13-18;;;;
CHEES1;Cheese Plate;FRS;Z;False;False
CHEES2;Cheese Plate;FRS;Z;False;False
CHEES3;Cheese Plate;FRS;Z;False;False
CHERR1;Hand Dipped Cherries;FRS;Z;False;False
CHOCO;Chocolat;FRS;Z;False;False
CHOCO1;Chocolat;FRS;Z;False;False
CHOST1;Chocolate Covered Strawberries;FRS;Z;False;False
CHRCP1;Christmas Reception - Adult;FRS;Z;False;False
CHST01;Champagne and Strawberries;FRS;Z;False;False
CINE2;CINEMA MOVIE;FRS;Z;False;False
CLBA01;Celebration Allowance;FRS;Z;False;False
COF01;Coffee break;FRS;Z;False;False
COFE03;Coffee;FRS;Z;False;False
COFE1;Coffee;FRS;Z;False;False
COFE2;Coffee;FRS;Z;False;False
COFE3;Coffee;FRS;Z;False;False
CONN01;Connecting Rooms;FRS;Z;False;False
CONN02;Connecting Rooms;FRS;Z;False;False
CONN03;Connecting Rooms;FRS;Z;False;False
CONNO1;Connoiseur;FRS;Z;False;False
CONNO2;Connoisseur;FRS;Z;False;False
CONNO3;Connoisseur;FRS;Z;False;False
COOK01;Cooking Demo;FRS;Z;False;False
COPA01;Cocktail Package;FRS;Z;False;False
COPA02;Cocktail Package;FRS;Z;False;False
COPA03;Cocktail Package;FRS;Z;False;False
COPA04;Cocktail Package;FRS;Z;False;False
COPA05;Cocktail Package;FRS;Z;False;False
CORPO;Contrat Corpo;FRS;Z;False;False
CORPO1;Contrat Corpo;FRS;Z;False;False
CORPO2;Contrat Corpo;FRS;Z;False;False
CORPO3;Contrat Corpo;FRS;Z;False;False
CORPO4;Contrat Corpo;FRS;Z;False;False
CRBK1;Corporate Brokers;FRS;Z;False;False
CRBK2;Corporate Brokers;FRS;Z;False;False
CRBK3;Corporate Brokers;FRS;Z;False;False
CRBK4;Corporate Brokers;FRS;Z;False;False
CRBK5;Corporate Brokers;FRS;Z;False;False
CRBK6;Corporate Brokers;FRS;Z;False;False
CRBK7;Corporate Brokers;FRS;Z;False;False
CREDI1;Credit;FRS;Z;False;False
CREDIT;Credit;FRS;Z;False;False
CVCA01;Convencion Allowance;FRS;Z;False;False
CVCA02;Convencion Allowance;FRS;Z;False;False
CVCB01;Convencion Coffee Break;FRS;Z;False;False
CVCFP1;Convencion FP;FRS;Z;False;False
CVCFP2;Convencion FP;FRS;Z;False;False
CVCM01;Convencion Morning;FRS;Z;False;False
CYPA01;Cycling Package;FRS;Z;False;False
DACR01;Daily Credit;FRS;Z;False;False
DACR02;Daily Credit;FRS;Z;False;False
DACR03;Daily Credit;FRS;Z;False;False
DACR04;Daily Credit;FRS;Z;False;False
DACR05;Daily Credit;FRS;Z;False;False
DACR06;Daily Credit;FRS;Z;False;False
DACR07;Daily Credit;FRS;Z;False;False
DACR08;Daily Credit;FRS;Z;False;False
DACR09;Daily Credit;FRS;Z;False;False
DACR10;Daily Credit;FRS;Z;False;False
DASKA1;Jasper Dark Sky Plateau for 1 Adult;FRS;Z;False;False
DASKC1;Jasper Dark Sky Plateau - Child;FRS;Z;False;False
DASKC2;Jasper Dark Sky Plateau - Child;FRS;Z;False;False
DBREAK;ACCOR PLUS BREAKFAST ADULT;FRS;B;False;False
DEMED1;Department Medecine;FRS;Z;False;False
DEMED2;Department Medecine;FRS;Z;False;False
DEVOA1;Devour Gala Dinner Adult;FRS;Z;False;False
DEVOC1;Devour Gala Dinner Child;FRS;Z;False;False
DIAD01;Dinner Adult;FRS;Z;False;False
DIAD02;Dinner Adult;FRS;Z;False;False
DIAD03;Dinner Adult;FRS;Z;False;False
DIAD04;Dinner Adult;FRS;Z;False;False
DIAD05;Dinner Adult;FRS;Z;False;False
DIAD06;Dinner Adult;FRS;Z;False;False
DIAD07;Dinner Adult;FRS;Z;False;False
DIAD08;Dinner Adult;FRS;Z;False;False
DIAD09;Dinner Adult;FRS;Z;False;False
DIAD10;Dinner Adult;FRS;Z;False;False
DIAD11;Dinner Adult;FRS;Z;False;False
DIAD12;Dinner Adult;FRS;Z;False;False
DIAD13;Dinner Adult;FRS;Z;False;False
DIAD14;Dinner Adult;FRS;Z;False;False
DIAD15;Dinner Adult;FRS;Z;False;False
DIAD16;Dinner Adult;FRS;Z;False;False
DIAD17;Dinner Adult;FRS;Z;False;False
DIAD18;Dinner Adult;FRS;Z;False;False
DIAD19;Dinner Adult;FRS;Z;False;False
DIAD20;Dinner Adult;FRS;Z;False;False
DIAD21;Dinner Adult;FRS;Z;False;False
DIAD22;Dinner Adult;FRS;Z;False;False
DIAD23;Dinner Adult;FRS;Z;False;False
DIAD24;Dinner Adult;FRS;Z;False;False
DIAD25;Dinner Adult;FRS;Z;False;False
DIAD26;Dinner Adult;FRS;Z;False;False
DIAD27;Dinner Adult;FRS;Z;False;False
DIAD28;Dinner Adult;FRS;Z;False;False
DICH01;Dinner Child;FRS;Z;False;False
DICH02;Dinner Child;FRS;Z;False;False
DICH03;Dinner Child;FRS;Z;False;False
DICH04;Dinner Child;FRS;Z;False;False
DICH05;Dinner Child;FRS;Z;False;False
DICR01;Dinner Credit;FRS;Z;False;False
DIVE1;Dive includes equipment;FRS;Z;False;False
DONAT1;Donation;FRS;Z;False;False
DONAT2;Donation 2;FRS;Z;False;False
DPTOTE;Deluxe Park Tote;FRS;Z;False;False
DRBR1;Dining Room and Bar;FRS;Z;False;False
DRINK1;DRINKS;FRS;Z;False;False
DRINK2;SAPHIR DRINKS 8;FRS;Z;False;False
DRRA01;Driving Range;FRS;Z;False;False
EARL01;Early Checkin;FRS;Z;False;False
EARL02;Early Checkin;FRS;Z;False;False
EARL03;Early Checkin;FRS;Z;False;False
ELF001;Elf on the Shelf;FRS;Z;False;False
ELOIS1;Eloise Amenity;FRS;Z;False;False
ELOIS2;Eloise Amenity;FRS;Z;False;False
ELOIS3;Eloise Amenity;FRS;Z;False;False
ELOIS4;Eloise Amenity;FRS;Z;False;False
EMKINS;EMK Institute;FRS;Z;False;False
ENTM;ENTERTAINMENT;FRS;Z;False;False
EPAD01;EP Plan Adult;FRS;Z;False;False
EPAD02;EP Plan Adult;FRS;Z;False;False
EPAD03;EP Plan Adult;FRS;Z;False;False
EPAD04;EP Plan Adult;FRS;Z;False;False
EPAD05;EP Plan Adult;FRS;Z;False;False
EPGA01;EP Plan Grats - Adult;FRS;Z;False;False
EPGA02;EP Plan Grats - Adult;FRS;Z;False;False
EPGA03;EP Plan Grats - Adult;FRS;Z;False;False
EPGA04;EP Plan Grats - Adult;FRS;Z;False;False
EPGA05;EP Plan Grats - Adult;FRS;Z;False;False
ETL;ETL TAX;FRS;Z;False;False
EXC001;Executive Club Access;FRS;Z;False;False
EXC002;Executive Club Access;FRS;Z;False;False
EXC003;Executive Club Access;FRS;Z;False;False
EXC004;Executive Club Access;FRS;Z;False;False
EXC005;Executive Club Access;FRS;Z;False;False
EXC006;Executive Club Access;FRS;Z;False;False
EXC007;Executive Club Access;FRS;Z;False;False
EXC008;Executive Club Access;FRS;Z;False;False
EXC009;Executive Club Access;FRS;Z;False;False
EXC010;Executive Club Access;FRS;Z;False;False
EXGA01;Exotic Garden Entrance;FRS;Z;False;False
EXIN01;Experience inclusions;FRS;Z;False;False
FAGO01;Fairmont Gold Access;FRS;Z;False;False
FAGO02;Fairmont Gold Access;FRS;Z;False;False
FAGO03;Fairmont Gold Access;FRS;Z;False;False
FBAD01;Full Board - Adult;FRS;Z;False;False
FBAD02;Full Board - Adult;FRS;Z;False;False
FBAD03;Full Board - Adult;FRS;Z;False;False
FBAD04;Full Board - Adult;FRS;Z;False;False
FBAD05;Full Board - Adult;FRS;Z;False;False
FBAD06;Full Board - Adult;FRS;Z;False;False
FBAD07;Full Board - Adult;FRS;Z;False;False
FBCH01;Full Board Child;FRS;Z;False;False
FBCH02;Full Board Child;FRS;Z;False;False
FBCR01;Food and Beverage Credit;FRS;Z;False;False
FBCR02;Food and Beverage Credit;FRS;Z;False;False
FBCR03;Food and Beverage Credit;FRS;Z;False;False
FBCR04;Food and Beverage Credit;FRS;Z;False;False
FBCR05;Food and Beverage Credit;FRS;Z;False;False
FBCR06;Food and Beverage Credit;FRS;Z;False;False
FBCR07;Food and Beverage Credit;FRS;Z;False;False
FBCR08;Food and Beverage Credit;FRS;Z;False;False
FBCR09;Food and Beverage Credit;FRS;Z;False;False
FBCR10;Food and Beverage Credit;FRS;Z;False;False
FBGA01;Full Board Grats - Adult;FRS;Z;False;False
FBGA02;Full Board Grats - Adult;FRS;Z;False;False
FBGA03;Full Board Grats - Adult;FRS;Z;False;False
FBGA04;Full Board Grats - Adult;FRS;Z;False;False
FBGA05;Full Board Grats - Adult;FRS;Z;False;False
FBGA06;Full Board Grats - Adult;FRS;Z;False;False
FBGA07;Full Board Grats - Adult;FRS;Z;False;False
FBGR10;Food and Beverage Grats - Adult;FRS;Z;False;False
FBGR11;Food and Beverage Grats - Adult;FRS;Z;False;False
FBGR12;Food and Beverage Grats - Adult;FRS;Z;False;False
FBGR13;Food and Beverage Grats - Adult;FRS;Z;False;False
FBGR14;Food and Beverage Grats - Adult;FRS;Z;False;False
FBGR15;Food and Beverage Grats - Adult;FRS;Z;False;False
FBGR16;Food and Beverage Grats - Adult;FRS;Z;False;False
FBGR17;Food and Beverage Grats - Adult;FRS;Z;False;False
FBGR18;Food and Beverage Grats - Adult;FRS;Z;False;False
FBGR19;Food and Beverage Grats - Adult;FRS;Z;False;False
FBGR20;Food and Beverage Grats - Adult;FRS;Z;False;False
FBGR21;Food and Beverage Grats - Adult;FRS;Z;False;False
FBGRA1;Food and Beverage Grats - Adult;FRS;Z;False;False
FBGRA2;Food and Beverage Grats - Adult;FRS;Z;False;False
FBGRA3;Food and Beverage Grats - Adult;FRS;Z;False;False
FBGRA4;Food and Beverage Grats - Adult;FRS;Z;False;False
FBGRA5;Food and Beverage Grats - Adult;FRS;Z;False;False
FBGRA6;Food and Beverage Grats - Adult;FRS;Z;False;False
FBGRA7;Food and Beverage Grats - Adult;FRS;Z;False;False
FBGRA8;Food and Beverage Grats - Adult;FRS;Z;False;False
FBGRA9;Food and Beverage Grats - Adult;FRS;Z;False;False
FBGRC1;Food and Beverage Grats - Child;FRS;Z;False;False
FCLT01;Facial Treatment;FRS;Z;False;False
FITN01;Fitness;FRS;Z;False;False
FITN02;Fitness;FRS;Z;False;False
FITN03;Fitness;FRS;Z;False;False
FLOWE1;Flowers;FRS;Z;False;False
FLOWE2;Flowers;FRS;Z;False;False
FLOWE3;Flowers;FRS;Z;False;False
FLOWER;Flowers;FRS;Z;False;False
FP01;Food Plan FP;FRS;Z;False;False
FP02;Food Plan FP;FRS;Z;False;False
FP03;Food Plan;FRS;Z;False;False
FP04;Food Plan;FRS;Z;False;False
FP05;Food Plan;FRS;Z;False;False
FPAD01;FP Adult;FRS;Z;False;False
FPAD02;FP Adult;FRS;Z;False;False
FPAD03;FP Adult;FRS;Z;False;False
FPAD04;FP adult;FRS;Z;False;False
FPAD05;FP adult;FRS;Z;False;False
FPAD06;FP adult;FRS;Z;False;False
FPAD07;FP Adult;FRS;Z;False;False
FPCH01;FP Child;FRS;Z;False;False
FPCH02;FP Child;FRS;Z;False;False
FPCH03;FP Child;FRS;Z;False;False
FPCH04;FP CHILD;FRS;Z;False;False
FPCH05;FP Child;FRS;Z;False;False
FPCH06;FP child;FRS;Z;False;False
FPCH07;FP child;FRS;Z;False;False
FPCH08;FP child;FRS;Z;False;False
FPCH09;FP Child;FRS;Z;False;False
FPCH10;FP CHILD;FRS;Z;False;False
FRNT01;Free Night;FRS;Z;False;False
FRNT02;Free Night;FRS;Z;False;False
FRNT03;Free Night;FRS;Z;False;False
FRNT04;Free Night;FRS;Z;False;False
FRNT05;Free Night;FRS;Z;False;False
FRPLAT;Fruit Platter;FRS;Z;False;False
FRYO01;Frozen Yogurt;FRS;Z;False;False
GADR01;Game Drive;FRS;Z;False;False
GGCHA1;Grey Goose Championship;FRS;Z;False;False
GICA01;Gift Card;FRS;Z;False;False
GICA02;Gift Card;FRS;Z;False;False
GOLF01;Golf;FRS;Z;False;False
GOLF02;Golf;FRS;Z;False;False
GOLF03;Golf;FRS;Z;False;False
GOLF04;Golf;FRS;Z;False;False
GOLF05;Golf;FRS;Z;False;False
GOLF06;Golf;FRS;Z;False;False
GRAA01;Grats Adult;FRS;Z;False;False
GRAA02;Grats Adult;FRS;Z;False;False
GRAA03;Grats Adult;FRS;Z;False;False
GRAA04;Grats Adult;FRS;Z;False;False
GRAA05;Grats Adult;FRS;Z;False;False
GRAA06;Grats Adult;FRS;Z;False;False
GRAA07;Grats Adult;FRS;Z;False;False
GRAA08;Grats Adult;FRS;Z;False;False
GRAA09;Grats Adult;FRS;Z;False;False
GRAA10;Grats Adult;FRS;Z;False;False
GRAA11;Grats Adult;FRS;Z;False;False
GRAA12;Grats adult;FRS;Z;False;False
GRAA13;Grats adult;FRS;Z;False;False
GRAA14;Grats adult;FRS;Z;False;False
GRAA15;Grats adult;FRS;Z;False;False
GRAC01;Grats Child;FRS;Z;False;False
GRAC02;Grats Child;FRS;Z;False;False
GRAC03;Grats Child;FRS;Z;False;False
GRAC04;Grats Child;FRS;Z;False;False
GRAC05;Grats Child;FRS;Z;False;False
GRAC06;Grats Child;FRS;Z;False;False
GRAC07;Grats Child;FRS;Z;False;False
GRAC08;Grats Child;FRS;Z;False;False
GRAC09;Grats Child;FRS;Z;False;False
GRAC10;Grats Child;FRS;Z;False;False
GRAC11;Grats Child;FRS;Z;False;False
GRAC12;Grats Child;FRS;Z;False;False
GRAC13;Grats Child;FRS;Z;False;False
GRAC14;Grats child;FRS;Z;False;False
GRAC15;Grats child;FRS;Z;False;False
GRAC16;Grats child;FRS;Z;False;False
GRAC17;Grats child;FRS;Z;False;False
GRAC18;Grats child;FRS;Z;False;False
GRAD01;Grats adl;FRS;Z;False;False
GRAT;Gratuite;FRS;Z;False;False
GRAT1;Gratuite;FRS;Z;False;False
GRAT10;Grats;FRS;Z;False;False
GRAT11;Grats;FRS;Z;False;False
GRAT12;Grats;FRS;Z;False;False
GRAT2;Gratuite;FRS;Z;False;False
GRAT3;Grats;FRS;Z;False;False
GRAT4;Grats;FRS;Z;False;False
GRAT5;Grats;FRS;Z;False;False
GRAT6;Grats;FRS;Z;False;False
GRAT7;Grats;FRS;Z;False;False
GRAT8;Grats;FRS;Z;False;False
GRAT9;Grats;FRS;Z;False;False
GREEN1;Green Package;FRS;Z;False;False
GROU01;Group;FRS;Z;False;False
GROU02;Group;FRS;Z;False;False
GRPA01;Group Package Inclusions;FRS;Z;False;False
GRPA02;Group Package Inclusions;FRS;Z;False;False
GRPA03;Group Package Inclusions;FRS;Z;False;False
GRPA04;Group Package Inclusions;FRS;Z;False;False
GRPA05;Group Package Inclusions;FRS;Z;False;False
HAAD01;Hajj Adult;FRS;Z;False;False
HAAD02;Hajj Adult;FRS;Z;False;False
HAAD03;Hajj Adult;FRS;Z;False;False
HACH01;Hadj Child;FRS;Z;False;False
HACH02;Hadj Child;FRS;Z;False;False
HBAD01;Half Board Adult;FRS;Z;False;False
HBAD02;Half Board Adult;FRS;Z;False;False
HBAD03;Half Board Adult;FRS;Z;False;False
HBAD04;Half Board Adult;FRS;Z;False;False
HBCH01;Half Board Child;FRS;Z;False;False
HBCH02;Half Board Child;FRS;Z;False;False
HECL01;Health Club;FRS;Z;False;False
HMAD1;Himalayas & St Andrews Tour;FRS;Z;False;False
HOCR01;Hotel Credit;FRS;Z;False;False
HOCR02;Hotel Credit;FRS;Z;False;False
HOCR03;Hotel Credit;FRS;Z;False;False
HOCR04;Hotel Credit;FRS;Z;False;False
HOCR05;Hotel Credit;FRS;Z;False;False
HOCR06;Hotel Credit;FRS;Z;False;False
HOCR07;Hotel Credit;FRS;Z;False;False
HOCR08;Hotel Credit;FRS;Z;False;False
HOCR09;Hotel Credit;FRS;Z;False;False
HOCR10;Hotel Credit;FRS;Z;False;False
HOOFF1;Hotel Offer;FRS;Z;False;False
HOOFF2;Hotel Offer;FRS;Z;False;False
HORI01;Horseback Riding;FRS;Z;False;False
HOSE01;Hotel Service;FRS;Z;False;False
HOSE02;Hotel Service;FRS;Z;False;False
HOSE03;Hotel Service;FRS;Z;False;False
HOSE04;Hotel Service;FRS;Z;False;False
HOSE05;Hotel Service;FRS;Z;False;False
HOTOU1;Hotel Tour;FRS;Z;False;False
HOTTOD;Hot Toddy;FRS;Z;False;False
HSIA01;HSIA;FRS;Z;False;False
HSIA02;HSIA;FRS;Z;False;False
HSIA03;HSIA;FRS;Z;False;False
HSIA04;HSIA;FRS;Z;False;False
HSIA05;HSIA;FRS;Z;False;False
ICESK1;Ice Skating;FRS;Z;False;False
IFTAD1;Iftar Adult;FRS;Z;False;False
IFTAD2;Iftar Adult;FRS;Z;False;False
IFTCH1;Iftar Child;FRS;Z;False;False
IFTCH2;Iftar Child;FRS;Z;False;False
INSTA1;Instagram;FRS;Z;False;False
IRBF01;In Room Breakfast;FRS;Z;False;False
IRDR01;In Room Dinner;FRS;Z;False;False
JIMKD1;Jimmy Keyes Dinner;FRS;Z;False;False
JIMKD2;Jimmy Keyes Dinner;FRS;Z;False;False
JIMKG1;Jimmy Keyes Grats;FRS;Z;False;False
JIMKG2;Jimmy Keyes Grats;FRS;Z;False;False
JTP01;Jasper Telescope & Planetarium;FRS;Z;False;False
JTP02;Jasper Telescope & Planetarium;FRS;Z;False;False
JTP03;Jasper Telescope & Planetarium;FRS;Z;False;False
JTP04;Jasper Telescope & Planetarium;FRS;Z;False;False
JTP05;Jasper Telescope & Planetarium;FRS;Z;False;False
JTP06;Jasper Telescope & Planetarium;FRS;Z;False;False
JTP07;Jasper Telescope & Planetarium;FRS;Z;False;False
JTP08;Jasper Telescope & Planetarium;FRS;Z;False;False
JTP09;Jasper Telescope & Planetarium;FRS;Z;False;False
KAISER;KAISER MP;FRS;Z;False;False
KASR1;Kaiser MP;FRS;Z;False;False
KIDPA1;Kids Package;FRS;Z;False;False
KIROB1;Kids Robes;FRS;Z;False;False
LACAN1;Lafarge Canada;FRS;Z;False;False
LACAN2;Lafarge Canada;FRS;Z;False;False
LAKWO1;Lakeshore Workout;FRS;Z;False;False
LATEC1;Late Check Out;FRS;Z;False;False
LATEC2;Late Checkout;FRS;Z;False;False
LATEC3;Late Checkout;FRS;Z;False;False
LAUN01;Laundry;FRS;Z;False;False
LAUN02;Laundry;FRS;Z;False;False
LFTT1;Lift Ticket Adult;FRS;Z;False;False
LFTT2;Lift Ticket Child;FRS;Z;False;False
LIMO01;Limousine Transfer;FRS;Z;False;False
LIMO02;Limousine transfer;FRS;Z;False;False
LIMO03;Return Limousine transfer;FRS;Z;False;False
LIMO04;Limousine transfer;FRS;Z;False;False
LIMO05;Limousine transfer;FRS;Z;False;False
LLPPA1;LLP Package;FRS;Z;False;False
LOUNG2;Confederation lounge;FRS;Z;False;False
LUAD01;Lunch Adult;FRS;Z;False;False
LUAD02;Lunch Adult;FRS;Z;False;False
LUAD03;Lunch Adult;FRS;Z;False;False
LUAD04;Lunch Adult;FRS;Z;False;False
LUAD05;Lunch Adult;FRS;Z;False;False
LUAD06;Lunch;FRS;Z;False;False
LUAD07;LUNCH;FRS;Z;False;False
LUAD08;LUNCH;FRS;Z;False;False
LUAD09;LUNCH;FRS;Z;False;False
LUAD10;LUNCH;FRS;Z;False;False
LUAD11;LUUNCH;FRS;Z;False;False
LUAD12;LUNCH;FRS;Z;False;False
LUAD13;LUNCH;FRS;Z;False;False
LUAD14;LUNCH;FRS;Z;False;False
LUAD15;LUNCH;FRS;Z;False;False
LUAD16;Lunch Adult;FRS;Z;False;False
LUAD17;Lunch;FRS;Z;False;False
LUAD18;Lunch Adult;FRS;Z;False;False
LUAU01;Luau;FRS;Z;False;False
LUCH01;Lunch Child;FRS;Z;False;False
LUCH02;Lunch Child;FRS;Z;False;False
LUCH03;Lunch Child;FRS;Z;False;False
LUCH04;Lunch Child;FRS;Z;False;False
LUCH05;Lunch Child;FRS;Z;False;False
LUXES1;Luxury Escapes;FRS;Z;False;False
LUXES2;Luxury Escapes;FRS;Z;False;False
MA01;Massage;FRS;Z;False;False
MA02;Massage;FRS;Z;False;False
MAGB0;Consortia Breakfast Comp nights;FRS;Z;False;False
MAGB03;Consortia Breakfast Comp nights 3;FRS;Z;False;False
MAGB04;Consortia Breakfast Comp nights 4;FRS;Z;False;False
MAGB05;Consortia Breakfast Comp nights 5;FRS;Z;False;False
MAGBB;Consortia ONLY Free Breakfast;FRS;Z;False;False
MAGBP;Consortia Breakfast Paid nights;FRS;Z;False;False
MAGBP3;Consortia Breakfast Paid nights 3;FRS;Z;False;False
MAGBP4;Consortia Breakfast Paid nights 4;FRS;Z;False;False
MAGBP5;Consortia Breakfast Paid nights 5;FRS;Z;False;False
MAKEUP;Makeup Application;FRS;Z;False;False
MECH01;Meat and Cheese Platter;FRS;Z;False;False
MEPL1A;Meal Plan Adult;FRS;Z;False;False
MEPL2A;Meal Plan Adult;FRS;Z;False;False
MEPL3A;Meal Plan Adult;FRS;Z;False;False
MEPL4A;Meal Plan Adult;FRS;Z;False;False
MEPL5A;Meal Plan Adult;FRS;Z;False;False
MEPL6A;Meal Plan Adult;FRS;Z;False;False
MEPL7A;Meal Plan Adult;FRS;Z;False;False
MEPL8A;Meal Plan Adult;FRS;Z;False;False
MEPL9A;Meal Plan Adult;FRS;Z;False;False
MEPLA1;Meal Plan - Adult;FRS;Z;False;False
MEPLA2;Meal Plan - Adult;FRS;Z;False;False
MEPLA3;Meal Plan - Adult;FRS;Z;False;False
MEPLA4;Meal Plan - Adult;FRS;Z;False;False
MEPLA5;Meal Plan - Adult;FRS;Z;False;False
MEPLA6;Meal Plan - Adult;FRS;Z;False;False
MEPLA7;Meal Plan - Adult;FRS;Z;False;False
MEPLA8;Meal Plan - Adult;FRS;Z;False;False
MEPLA9;Meal Plan - Adult;FRS;Z;False;False
MEPLC1;Meal Plan Child;FRS;Z;False;False
MEPLC2;Meal Plan Child;FRS;Z;False;False
MEPLC3;Meal Plan Child;FRS;Z;False;False
MEPLC4;Meal Plan Child;FRS;Z;False;False
MEPLC5;Meal Plan Child;FRS;Z;False;False
MEPLN1;Meal Plan - Adult;FRS;Z;False;False
MEPLN2;Meal Plan - Adult;FRS;Z;False;False
MEPLN3;Meal Plan - Adult;FRS;Z;False;False
MEPLN4;Meal Plan - Adult;FRS;Z;False;False
MIBAR1;Minibar Credit;FRS;Z;False;False
MICRO1;Microwave;FRS;Z;False;False
MINIFR;Mini Fridge;FRS;Z;False;False
MISC1;Miscellaneous;FRS;Z;False;False
MISC2;Miscellaneous;FRS;Z;False;False
MOR01;Morning;FRS;Z;False;False
MOR02;Morning  ALL;FRS;Z;False;False
MOR03;Morning ALL;FRS;Z;False;False
MOR04;Morning;FRS;Z;False;False
MOR05;Morning;FRS;Z;False;False
MOR10;Morning;FRS;Z;False;False
MORN04;MORNING ALL;FRS;Z;False;False
MORN05;Morning ALL;FRS;Z;False;False
MORN06;Morning all;FRS;Z;False;False
MORN07;Morning all;FRS;Z;False;False
MORN08;Morning all;FRS;Z;False;False
MORN09;Morning all;FRS;Z;False;False
MORN10;Morning all;FRS;Z;False;False
MPGA01;Meal Plan Grats - Adult;FRS;Z;False;False
MPGA02;Meal Plan Grats - Adult;FRS;Z;False;False
MPGA03;Meal Plan Grats - Adult;FRS;Z;False;False
MPGA04;Meal Plan Grats - Adult;FRS;Z;False;False
MPGA05;Meal Plan Grats - Adult;FRS;Z;False;False
MPGA06;Meal Plan Grats - Adult;FRS;Z;False;False
MPGA07;Meal Plan Grats - Adult;FRS;Z;False;False
MPGA08;Meal Plan Grats - Adult;FRS;Z;False;False
MPGA09;Meal Plan Grats - Adult;FRS;Z;False;False
MPGA10;Meal Plan Grats - Adult;FRS;Z;False;False
MPGA11;Meal Plan Grats - Adult;FRS;Z;False;False
MPGA12;Meal Plan Grats - Adult;FRS;Z;False;False
MUSTC1;MUSICAL TICKET;FRS;Z;False;False
MUTIC1;Museum Ticket Child;FRS;Z;False;False
NAMBA1;Namba Night Tour;FRS;Z;False;False
NOTUSE;Not Use;FRS;Z;False;False
NUBU01;Nusantara Buffet;FRS;Z;False;False
NYBKA1;New Years Breakfast Adult;FRS;Z;False;False
NYEAD1;New Years Eve - Adult;FRS;Z;False;False
NYEAD2;New Years Eve Adult;FRS;Z;False;False
NYEAD3;New Years Eve Adult;FRS;Z;False;False
NYEAD4;New Years Eve Adult;FRS;Z;False;False
NYEAD5;New Years Eve Adult;FRS;Z;False;False
NYEAD6;New Years Eve Adult;FRS;Z;False;False
NYEAD7;New Years Eve - Adult;FRS;Z;False;False
NYEAD8;NEW YEARS EVE-ADULT;FRS;Z;False;False
OCMU01;Oceanographic Museum;FRS;Z;False;False
OMAD01;Omegq adult;FRS;Z;False;False
OMCH01;Omega child;FRS;Z;False;False
OMPA01;Omega Park;FRS;Z;False;False
PACR01;Package Credit;FRS;Z;False;False
PARK01;Parking;FRS;Z;False;False
PARK02;Parking;FRS;Z;False;False
PARK03;Parking;FRS;Z;False;False
PARK04;Parking;FRS;Z;False;False
PARK05;Parking;FRS;Z;False;False
PAVDIN;Pavilion Private dining;FRS;Z;False;False
PAVDIR;Pavilion Private dining room;FRS;Z;False;False
PHON01;Phone;FRS;Z;False;False
PHOTO1;Photo;FRS;Z;False;False
PHOTO2;Photo;FRS;Z;False;False
PHOTO3;Photo;FRS;Z;False;False
PHOTO4;Photo;FRS;Z;False;False
PHOTO5;Photo;FRS;Z;False;False
PJPAA1;Pajama Party Gala Dinner - Adult;FRS;Z;False;False
PJTRCG;PJ Party Transportation-CGY;FRS;Z;False;False
PJTRED;PJ Party Transportation-EDM;FRS;Z;False;False
POAD01;Porterage Adult;FRS;Z;False;False
PROMO;Promotion;FRS;Z;False;False
PROMO1;Promotion;FRS;Z;False;False
PRTA01;Bar Private Table;FRS;Z;False;False
PZA1;Pizza;FRS;Z;False;False
QUITRI;Quick Trip Bundle;FRS;Z;False;False
REBA01;Rebate;FRS;Z;False;False
REBA02;Rebate;FRS;Z;False;False
REBA03;Rebate;FRS;Z;False;False
REBA04;Rebate;FRS;Z;False;False
REBA05;Rebate;FRS;Z;False;False
REBATE;Rebate;FRS;Z;False;False
RECR01;Resort Credit;FRS;Z;False;False
RECR02;Resort Credit;FRS;Z;False;False
RECR03;Resort Credit;FRS;Z;False;False
RECR04;Resort Credit;FRS;Z;False;False
RECR05;Resort Credit;FRS;Z;False;False
REN01;Cabana daily rental;FRS;Z;False;False
REN02;RENTAL;FRS;Z;False;False
RES001;Resort Charge;FRS;Z;False;False
RES002;Resort Charge;FRS;Z;False;False
RES003;Resort Charge;FRS;Z;False;False
RES004;Resort Charge;FRS;Z;False;False
RES005;Resort Charge;FRS;Z;False;False
ROAM01;Romance Amenity;FRS;Z;False;False
ROPO01;Romance Package;FRS;Z;False;False
ROREV1;Room Revenue;FRS;Z;False;False
ROREV2;Room Revenue;FRS;H;False;False
